epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
149,1880.31,1.29805,1.66914,1.29505,0.38855,0.33333,0.35282,0.16921,1.60231,2.13335,1.41256,0.005116,0.005116,0.005116
150,1892.76,1.48477,1.9376,1.30066,0.335,0.41667,0.32448,0.15576,1.61008,2.35929,1.41134,0.005083,0.005083,0.005083
151,1905.22,1.14083,1.53052,1.04335,0.22104,0.33333,0.30506,0.16403,1.45588,2.14272,1.2992,0.00505,0.00505,0.00505
152,1917.75,1.37214,1.61414,1.30941,0.38385,0.25,0.29149,0.1651,1.43381,2.06119,1.29542,0.005017,0.005017,0.005017
153,1930.25,1.54185,1.91568,1.44893,0.23751,0.20833,0.27661,0.13681,1.55392,2.34427,1.34735,0.004984,0.004984,0.004984
154,1942.85,1.44679,1.8106,1.358,0.27415,0.5,0.28348,0.11996,1.61615,2.68158,1.40801,0.004951,0.004951,0.004951
155,1955.33,1.22187,1.83854,1.09676,0.31246,0.41659,0.29969,0.13258,1.61865,2.25258,1.3991,0.004918,0.004918,0.004918
156,1967.95,1.38811,2.1571,1.29126,0.32037,0.29167,0.27984,0.13826,1.48169,2.13977,1.32112,0.004885,0.004885,0.004885
157,1980.49,1.41736,1.80568,1.22427,0.23368,0.41934,0.27033,0.13601,1.39301,3.11936,1.27082,0.004852,0.004852,0.004852
158,1993.03,1.30187,1.62504,1.23663,0.27451,0.375,0.36479,0.14997,1.43668,2.92587,1.28994,0.004819,0.004819,0.004819
159,2005.57,1.38179,1.80666,1.35785,0.36034,0.375,0.35836,0.16307,1.56373,2.22672,1.39589,0.004786,0.004786,0.004786
160,2018.31,1.10752,1.49208,1.08245,0.3003,0.54167,0.3463,0.16495,1.46516,2.51193,1.35398,0.004753,0.004753,0.004753
161,2030.83,1.24472,2.18976,1.1211,0.25482,0.41667,0.30302,0.14459,1.43219,2.67047,1.32379,0.00472,0.00472,0.00472
162,2043.77,1.50612,1.78199,1.44612,0.33692,0.41667,0.31483,0.15363,1.47629,2.00576,1.34979,0.004687,0.004687,0.004687
163,2056.31,1.23812,1.6817,1.06192,0.38644,0.33333,0.31105,0.15646,1.48059,1.93643,1.34101,0.004654,0.004654,0.004654
164,2068.79,1.12284,1.60217,1.0788,0.39768,0.33333,0.32142,0.1511,1.56129,2.02727,1.39068,0.004621,0.004621,0.004621
165,2081.34,1.38275,1.64979,1.32718,0.30999,0.25,0.29057,0.1329,1.65149,2.25037,1.47801,0.004588,0.004588,0.004588
166,2093.87,1.42886,1.63083,1.3051,0.42605,0.20833,0.28028,0.12412,1.64706,2.3428,1.47255,0.004555,0.004555,0.004555
167,2106.49,1.42128,1.7161,1.28996,0.4255,0.20833,0.26356,0.11862,1.53693,2.0943,1.38609,0.004522,0.004522,0.004522
168,2118.98,1.2476,1.54333,1.1333,0.1974,0.375,0.27443,0.11676,1.5421,2.07418,1.35467,0.004489,0.004489,0.004489
169,2131.39,1.31495,1.6734,1.2113,0.39659,0.33333,0.29766,0.11287,1.55641,2.07967,1.3463,0.004456,0.004456,0.004456
170,2143.86,1.2061,1.63213,1.14122,0.23098,0.29167,0.23267,0.11672,1.49106,2.40689,1.34853,0.004423,0.004423,0.004423
171,2156.36,1.35288,1.5274,1.2905,0.2279,0.33333,0.24599,0.12851,1.45707,2.33146,1.35203,0.00439,0.00439,0.00439
172,2168.82,1.34468,1.77095,1.29885,0.20978,0.41667,0.25549,0.1139,1.5149,2.2017,1.39282,0.004357,0.004357,0.004357
173,2181.29,1.26284,1.6651,1.18369,0.33645,0.40174,0.25827,0.10354,1.5651,2.16947,1.41851,0.004324,0.004324,0.004324
174,2194.27,1.26923,1.5427,1.23294,0.34526,0.29167,0.27666,0.12302,1.49786,2.07991,1.3423,0.004291,0.004291,0.004291
175,2206.72,1.13094,1.37725,1.09504,0.30565,0.33333,0.30143,0.15234,1.45919,2.06013,1.33371,0.004258,0.004258,0.004258
